휴양지	休养胜地
[b]<참여방법>[/b]\n\n1. [FFD800FF]30일[-]이상 [FFD800FF]미접속[-] 유저분들을 대상으로 합니다.\n2. 이벤트 기간중에 [FFD800FF]게임에 접속[-]해주세요.\n3. 복귀 유저분의 [FFD800FF]성채 레벨[-]에 따라서 복귀 보상이 1회 차등 지급됩니다.\n4. 복귀 유저가 속한 연맹의 [FFD800FF]연맹원들[-]에게도 보상이 지급됩니다. 복귀 시점에 소속 연맹이 없으면 처음 가입한 연맹에 보상이 지급됩니다.\n5. 복귀일을 기준으로 [FFD800FF]7일동안 매일 접속하시면[-] 복귀 유저 전용 [FFD800FF]일일 출석보상[-]이 지급됩니다.\n6. 모든 보상은 우편함으로 전달됩니다.	[b]<参加方法>[/b]\n\n1. [FFD800FF]30天[-]以上[FFD800FF]未登录[-]游戏的领主可参加\n2. 请在活动期间内[FFD800FF]登录游戏[-]\n3. 根据回归领主的[FFD800FF]城堡等级[-]，赠送不同奖励。仅限一次\n4. 对回归领主所属联盟的[FFD800FF]联盟成员[-]也将赠送奖励\n5. 以回归日为准，[FFD800FF]7天内每天登录游戏[-]，即可获得回归领主专用[FFD800FF]每日签到奖励[-]\n6. 所有奖励将发送至邮箱内
다양한 행동으로 [FFD800FF][산타의 약속][-]을 모아보세요!\n[FFD800FF][산타의 약속][-]을 모아 사용하면 [b]산타 할아버지가 루돌프를 타고 선물을 주러 오신다고 합니다.[/b]\n\n<이벤트 참여 방법>\n1. 영지 발전에 연맹원들을 참가시키거나, 연맹 연구, 건설에 자원을 지원해보세요!\n2. 유저와의 전투로 많은 수의 병사를 처치해보세요! \n3. 성문 앞의 제국군을 격파하거나, 교역 구매로 은화를 사용해보세요!\n\n이벤트 기간 : {0}월 {1}일 {2}시 ~ {3}월 {4}일 {5}시 (国际标准 기준)\n자세한 내용은 커뮤니티에서 확인하세요!\n커뮤니티는 [환경설정]의 [커뮤니티]버튼으로 접속할 수 있습니다.	请通过各种行为，收集[FFD800FF]<圣诞老人的约定>[-]!\n收集[FFD800FF]<圣诞老人的约定>[-]后使用，[b]圣诞老人将会骑着麋鹿来送礼物哦[/b]\n\n<参加活动方法>\n、请让联盟成员参与领地发展，或为联盟研究和联盟建设援助资源!\n2、请通过与玩家的战斗，击败更多的士兵! \n3、请击败城门前的帝国军，或在交易中使用银币!\n\n活动期间:{0}月{1}日{2}点~{3}月{4}日{5}点(国际标准时间基准) \n详情请查看官方论坛!\n官方论坛，可通过点击[设置]的[官方论坛]按钮来进入
\n2017년 새해를 맞아 이벤트가 진행됩니다.\n다양한 행동으로 [FFD800FF]2, 0, 1, 7 조각을 모아 2017을 완성[-]시켜 보세요!\n[b]신년 맞이 선물을 획득할 수 있습니다.[/b]\n\n<이벤트 참여 방법>\n1. 자원을 일정량 채집해 2를 획득할 수 있습니다.\n2. 몬스터를 사냥해 일정 확률로 0을 획득할 수 있습니다.\n3.  제국군을 공격해 1을 획득할 수 있습니다.\n4. 장비를 제작해 7을 획득할 수 있습니다.\n\n이벤트 기간 : {0}월 {1}일 {2}시 ~ {3}월 {4}일 {5}시 (国际标准 기준) \n자세한 내용은 커뮤니티에서 확인하세요!\n커뮤니티는 [환경설정]의 [커뮤니티]버튼으로 접속할 수 있습니다.	迎接2017年新年，将进行活动\n请通过各种行为，收集[FFD800FF]2， 0， 1， 7数字碎片后，完成2017[-]!\n[b]可获得迎新年礼物[/b]\n\n<参加活动方法>\n1、采集一定量的资源，可获得数字碎片2\n2、狩猎怪物，可按一定几率获得数字碎片0\n3、攻击帝国军，可获得数字碎片1\n4、制作装备，可获得数字碎片7\n\n活动期间: {0}月{1}日{2}点~ {3}月{4}日{5}点(国际标准时间基准) \n详情请查看官方论坛!\n官方论坛，可通过点击[设置]的[官方论坛]按钮来进入
<몬스터 헌터가 되는 길 이벤트 안내>\n1. [FFD800FF]날카로운 덫[-]을 이용하여 장비를 제작해보세요.\n2. 이벤트 기간 내에 5옵션 6티어 이상의 장비 제작에 성공하면 특별한 보상을 드립니다.\n3.강화를 통해 해당 장비를 획득해도 이벤트에 참여하실 수 있습니다.\n4. 이미 획득한 장비는 이벤트에서 제외됩니다.\n5. [FFD800FF]날카로운 덫[-]은 몬스터 사냥 및 각종 장비 아이템 보상에서 얻을 수 있습니다.\n6. 날카로운 덫은 몬스터 사냥 보상량을 증가 시켜주는 장비 재료 아이템입니다. \n7. 보상은 해당 장비를 제작 및 강화에 성공하는 즉시 우편으로 지급됩니다.\n\n [FFD800FF]이벤트를 완료하였습니다. 축하합니다![-]	<猎手之路活动介绍>\n1.请利用[FFD800FF]锐利的捕兽器[-]来制作装备\n2.在活动期间内，成功制作6阶(5属性)以上装备，即赠特别的奖励\n3.通过强化获得相应装备，也可以参加活动\n4.已获得的装备，将在本次活动中除外\n5. [FFD800FF]锐利的捕兽器[-]可通过狩猎怪物或各种装备道具奖励来获得\n6.锐利的捕兽器是进行狩猎时，增加狩猎奖励量的装备材料道具\n7. 奖励是制作及强化装备成功时，会立即发送至邮箱\n\n[FFD800FF]恭喜您完成了活动![-]
<진격을 준비하라! 이벤트 안내>\n1. [FFD800FF]진격의 뿔피리[-]를 이용하여 장비를 제작해보세요.\n2. 이벤트 기간 내에 5옵션 6티어 이상의 장비 제작에 성공하면 특별한 보상을 드립니다.\n3.강화를 통해 해당 장비를 획득해도 이벤트에 참여하실 수 있습니다.\n4. 이미 획득한 장비는 이벤트에서 제외됩니다.\n5. [FFD800FF]진격의 뿔피리[-]는 몬스터 사냥 및 각종 장비 아이템 보상에서 얻을 수 있습니다.\n6. 진격의 뿔피리는 집결 참여 시 함대 공격력을 높여주는 장비 재료 아이템입니다. \n7. 보상은 해당 장비를 제작 및 강화에 성공하는 즉시 우편으로 지급됩니다.\n\n [FFD800FF]이벤트를 완료하였습니다. 축하합니다![-]	<准备进攻! 活动介绍>\n1. 请利用[FFD800FF]进攻号角[-]来制作装备\n2. 在活动期间内，成功制作6阶(5属性)以上装备，即赠特别的奖励\n3. 通过强化获得相应装备，也可以参加活动\n4. 已获得的装备，将在本次活动中除外\n5. [FFD800FF]进攻号角[-]可通过狩猎怪物或各种装备道具奖励来获得\n6. 进攻号角是参加集结攻击时，增加船队攻击力的材料道具\n7. 奖励是制作及强化装备成功时，会立即发送至邮箱\n\n[FFD800FF]恭喜您!完成了活动![-]
<몬스터 헌터가 되는 길 이벤트 안내>\n1. [FFD800FF]날카로운 덫[-]을 이용하여 장비를 제작해보세요.\n2. 이벤트 기간 내에 5옵션 6티어 이상의 장비 제작에 성공하면 특별한 보상을 드립니다.\n3.강화를 통해 해당 장비를 획득해도 이벤트에 참여하실 수 있습니다.\n4. 이미 획득한 장비는 이벤트에서 제외됩니다.\n5. [FFD800FF]날카로운 덫[-]은 몬스터 사냥 및 각종 장비 아이템 보상에서 얻을 수 있습니다. \n6. 날카로운 덫은 몬스터 사냥 보상량을 증가 시켜주는 장비 재료 아이템입니다. \n7. 보상은 해당 장비를 제작 및 강화에 성공하는 즉시 우편으로 지급됩니다.\n\n <진행도>\n{0} / 1 \n\n <이벤트 보상>\n[FFD800FF]골드 120,000[-]	<猎手之路活动介绍>\n1.请利用[FFD800FF]锐利的捕兽器[-]来制作装备\n2.在活动期间内，成功制作6阶(5属性)以上装备，即赠特别的奖励\n3.通过强化获得相应装备，也可以参加活动\n4.已获得的装备，将在本次活动中除外\n5. [FFD800FF]锐利的捕兽器[-]可通过狩猎怪物或各种装备道具奖励来获得\n6.锐利的捕兽器是进行狩猎时，增加狩猎奖励量的装备材料道具\n7. 奖励是制作及强化装备成功时，会立即发送至邮箱\n\n<进度>\n{0} / 1 \n\n <活动奖励>\n[FFD800FF]120,000金币[-]
<진격을 준비하라! 이벤트 안내>\n1. [FFD800FF]진격의 뿔피리[-]를 이용하여 장비를 제작해보세요.\n2. 이벤트 기간 내에 5옵션 6티어 이상의 장비 제작에 성공하면 특별한 보상을 드립니다.\n3.강화를 통해 해당 장비를 획득해도 이벤트에 참여하실 수 있습니다.\n4. 이미 획득한 장비는 이벤트에서 제외됩니다.\n5. [FFD800FF]진격의 뿔피리[-]는 몬스터 사냥 및 각종 장비 아이템 보상에서 얻을 수 있습니다. \n6. 진격의 뿔피리는 집결 참여 시 함대 공격력을 높여주는 장비 재료 아이템입니다. \n7. 보상은 해당 장비를 제작 및 강화에 성공하는 즉시 우편으로 지급됩니다.\n\n <진행도>\n{0} / 1 \n\n <이벤트 보상>\n[FFD800FF]골드 120,000[-]	<准备进攻! 活动介绍>\n1. 请利用[FFD800FF]进攻号角[-]来制作装备\n2. 在活动期间内，成功制作6阶(5属性)以上装备，即赠特别的奖励\n3. 通过强化获得相应装备，也可以参加活动\n4. 已获得的装备，将在本次活动中除外\n5. [FFD800FF]进攻号角[-]可通过狩猎怪物或各种装备道具奖励来获得\n6. 进攻号角是参加集结攻击时，增加船队攻击力的材料道具\n7. 奖励是制作及强化装备成功时，会立即发送至邮箱\n\n <进度>\n{0} / 1\n\n <活动奖励>\n[FFD800FF]120,000金币[-]
<만우절 바보 상자 만들기>\n1. 만우절 바보 상자의 재료를 수집하면 인벤토리에서 제작할 수 있습니다.\n2. [b][FFD800FF]귀여운 괴물 아귀 인형[-][/b]: 몬스터를 사냥하면 일정 확률로 획득할 수 있습니다.\n3. [b][FFD800FF]비어있는 선물 상자[-][/b]: 교역으로 이윤을 남기는 경우 획득할 수 있습니다.\n4. [b][FFD800FF]쓸모없는 용수철[-][/b]: 자원을 일정량 채집하면 획득할 수 있습니다.\n\n<만우절 바보 상자 사용하기>\n1. 인벤토리에서 [b][FFD800FF]만우절 바보 상자[-][/b]를 사용하면 자신을 포함한 모든 연맹원들에게 선물 상자를 전달할 수 있습니다.\n2. 소속된 연맹이 없는 경우, 연맹에 가입한 후에 사용할 수 있습니다.	<制作愚人节小白箱子>\n1、收集制作愚人节小白箱子的材料，可以在背包内制作\n2、[b][FFD800FF]可爱的怪物宝宝人偶[-][/b]:通过狩猎怪物，可按一定几率获得\n3、[b][FFD800FF]空礼物箱[-][/b]:进行交易获取利润时可获得\n4、[b][FFD800FF]没用的弹簧[-][/b]:采集一定量的资源时可获得\n\n<使用愚人节小白箱子>\n1、在背包内使用[b][FFD800FF]愚人节小白箱子[-][/b]，可向包括自己的所有联盟成员赠送礼物箱子\n2、若没有加入联盟，等加入联盟后才可使用
<초콜릿 만들기>\n1. 초콜릿 재료를 수집하면 인벤토리에서 초콜릿을 제작할 수 있습니다.\n2. [b][FFD800FF]카카오 열매[-][/b]: 매일 이벤트의 달성과제 보상을 받거나 매일 이벤트의 랭킹보상을 받을 때 획득할 수 있습니다.\n3. [b][FFD800FF]우유[-][/b]: 교역으로 이윤을 남기는 경우 획득할 수 있습니다.\n4. [b][FFD800FF]설탕[-][/b]: 몬스터를 사냥하면 일정 확률로 획득할 수 있습니다.\n\n<초콜릿 사용하기>\n1. 인벤토리에서 [b][FFD800FF]초콜릿[-][/b]을 사용하면 자신을 포함한 모든 연맹원들에게 [b][FFD800FF]밸런타인데이 연맹 선물[-][/b]이 전달됩니다.\n2. 소속된 연맹이 없는 경우 연맹 가입 후 사용할 수 있습니다.	<制作巧克力>\n1、收集巧克力材料，可在背包内制作巧克力\n2、[b][FFD800FF]可可果[-][/b]:领取每日任务奖励或每日活动排名奖励时可获得\n3、[b][FFD800FF]牛奶[-][/b]:进行交易盈利时可获得\n4、 [b][FFD800FF]糖[-][/b]:狩猎怪物，按一定几率可获得\n\n<使用巧克力>\n1、在背包内使用 [b][FFD800FF]巧克力[-][/b]，向包括自己的所有联盟成员，发送[b][FFD800FF]情人节联盟礼物[-][/b]\n2、没有加入联盟时，等加入联盟后再使用
1티어 병사 1명 처치 시 [b]1포인트[/b]획득\n2티어 병사 1명 처치 시 [b]1포인트[/b]획득\n3티어 병사 1명 처치 시 [b]2포인트[/b]획득\n4티어 병사 1명 처치 시 [b]3포인트[/b]획득\n5티어 병사 1명 처치 시 [b]4포인트[/b]획득\n6티어 병사 1명 처치 시 [b]6포인트[/b]획득\n7티어 병사 1명 처치 시 [b]8포인트[/b]획득\n8티어 병사 1명 처치 시 [b]10포인트[/b]획득\n9티어 병사 1명 처치 시 [b]12포인트[/b]획득\n10티어 병사 1명 처치 시 [b]15포인트[/b]획득\n11티어 병사 1명 처치 시 [b]19포인트[/b]획득\n12티어 병사 1명 처치 시 [b]21포인트[/b]획득	每击败1名1阶士兵时，可获得[b]1点[/b]\n每击败1名2阶士兵时，可获得[b]1点[/b]\n每击败1名3阶士兵时，可获得[b]2点[/b]\n每击败1名4阶士兵时，可获得[b]3点[/b]\n每击败1名5阶士兵时，可获得[b]4点[/b]\n每击败1名6阶士兵时，可获得[b]6点[/b]\n每击败1名7阶士兵时，可获得[b]8点[/b]\n每击败1名8阶士兵时，可获得[b]10点[/b]\n每击败1名9阶士兵时，可获得[b]12点[/b]\n每击败1名10阶士兵时，可获得[b]15点[/b]\n每击败1名11阶士兵时，可获得[b]19点[/b]\n每击败1名12阶士兵时，可获得[b]21点[/b]
1티어 병사 1명 처치 시 [b]1포인트[/b]획득\n2티어 병사 1명 처치 시 [b]2포인트[/b]획득\n3티어 병사 1명 처치 시 [b]4포인트[/b]획득\n4티어 병사 1명 처치 시 [b]6포인트[/b]획득\n5티어 병사 1명 처치 시 [b]9포인트[/b]획득\n6티어 병사 1명 처치 시 [b]12포인트[/b]획득\n7티어 병사 1명 처치 시 [b]16포인트[/b]획득\n8티어 병사 1명 처치 시 [b]20포인트[/b]획득\n9티어 병사 1명 처치 시 [b]25포인트[/b]획득\n10티어 병사 1명 처치 시 [b]30포인트[/b]획득\n11티어 병사 1명 처치 시 [b]38포인트[/b]획득\n12티어 병사 1명 처치 시 [b]42포인트[/b]획득	每击败1名1阶士兵时，可获得[b]1点[/b]\n每击败1名2阶士兵时，可获得[b]2点[/b]\n每击败1名3阶士兵时，可获得[b]4点[/b]\n每击败1名4阶士兵时，可获得[b]6点[/b]\n每击败1名5阶士兵时，可获得[b]9点[/b]\n每击败1名6阶士兵时，可获得[b]12点[/b]\n每击败1名7阶士兵时，可获得[b]16点[/b]\n每击败1名8阶士兵时，可获得[b]20点[/b]\n每击败1名9阶士兵时，可获得[b]25点[/b]\n每击败1名10阶士兵时，可获得[b]30点[/b]\n每击败1名11阶士兵时，可获得[b]38点[/b]\n每击败1名12阶士兵时，可获得[b]42点[/b]\n
<도시의 지배자 이벤트>\n1. 연맹원들과 함께 도시를 점령해보세요.\n2. 이벤트 기간 내에 해당 도시 점령에 성공하면 특별한 보상을 드립니다.[FFD800FF]\n3. 이벤트 기간 내 해당 도시를 첫번째로 점령한 연맹에게만 보상이 지급됩니다.[-]\n4. 보상은 도시 점령전에 성공하는 즉시 우편으로 지급됩니다.\n\n<이벤트 도시 버프 효과>\n1. 항주, 자메이카: [FFD800FF]항해 속도 증가[-]\n2. 산티아고: [FFD800FF]연구 속도 증가[-]\n3. 알렉산드리아: [FFD800FF]자원채집속도 증가[-]\n4. 트리폴리: [FFD800FF]부상병 전환율 증가[-]\n\n<보상 안내>\n1. [FFD800FF]10만 골드[-]\n2. [FFD800FF]영광의 메달[-] 20개 \n3. [FFD800FF]심해의 보석[-] 400개	<城市统治者活动>\n1. 请与联盟成员一起占领城市\n2. 活动期间内成功占领相应城市，即赠特别奖励[FFD800FF]\n3. 活动期间内，仅向首次占领相应城市的联盟发放奖励[-]\n4. 该奖励将于城市占领战胜利后立即发送至邮箱\n\n<活动城市加成效果>\n1. 杭州， 牙买加: [FFD800FF]提高航速[-]\n2. 圣地亚哥: [FFD800FF]提高研究速度[-]\n3. 亚历山德里亚: [FFD800FF]提高资源采集速度[-]\n4. 特里波利: [FFD800FF]增加伤兵转换率[-]\n\n<奖励>\n1. [FFD800FF]10万金币[-]\n2. [FFD800FF]荣耀的奖牌[-]20个 \n3. [FFD800FF]深海宝石[-]400个
